"date","state","source","section","swab_id","swab_type","species","temp","sex","mass","fa","id","band_size","recap","rc","age","age_confidence","wing_score","wing_score2","site"
"9/2/20","WI","KEL","","KL20WI1164","BAT","MYLU",NA,"M",9.83,35.5,"P_989.001034203220",2.9,"N","R","A",1,1,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1165","BAT","MYLU",NA,"M",7,36.9,"P_989.001034203210",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1166","BAT","MYLU",NA,"M",8.25,37.4,"P_989.001034203224",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1167","BAT","MYLU",NA,"M",10.29,36.8,"P_989.001034203240",2.9,"N","NR","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1168","BAT","MYLU",NA,"M",7.14,35.6,"P_989.001034203292",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1169","BAT","MYLU",NA,"F",11.21,37.7,"P_989.001034203237",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1170","BAT","MYLU",NA,"M",8.46,38.3,"P_989.001034203304",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1171","BAT","MYLU",NA,"F",7.39,38.5,"P_989.001034203290",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1172","BAT","MYLU",NA,"M",9.07,37.8,"P_989.001034203273",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1173","BAT","MYLU",NA,"M",7.16,36.3,"P_989.001034203238",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1174","BAT","MYLU",NA,"M",8.11,37.4,"P_989.001034203270",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1175","BAT","MYLU",NA,"M",9.21,36.1,"P_989.001034203301",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1176","BAT","MYLU",NA,"M",8.44,37.3,"P_989.001034203239",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1177","BAT","MYLU",NA,"M",8.67,38.6,"P_989.001034203264",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1178","BAT","MYLU",NA,"F",7.68,39.4,"P_989.001034203271",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1179","BAT","MYLU",NA,"F",12,36.9,"P_989.001034203277",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1180","BAT","MYLU",NA,"M",13.4,38.7,"P_989.001034203252",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1181","BAT","MYLU",NA,"M",10.27,38.1,"P_989.001034203227",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1182","BAT","MYLU",NA,"M",7.29,38.1,"P_989.001034203302",2.9,"N","R","J",1,1,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1183","BAT","MYLU",NA,"M",9.42,37.3,"P_989.001034203209",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1184","BAT","MYLU",NA,"M",9.91,38.2,"P_989.001034203222",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1185","BAT","MYLU",NA,"F",8.51,36,"P_989.001034203218",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1186","BAT","MYLU",NA,"M",9,37.3,"P_989.001034203234",2.9,"N","R","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1187","BAT","MYLU",NA,"M",7.94,37.6,"P_989.001034203288",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1188","BAT","MYLU",NA,"M",8.04,37,"P_989.001034203254",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1189","BAT","MYLU",NA,"M",8.81,36.3,"P_989.001034203289",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1190","BAT","MYLU",NA,"M",9.08,38.4,"P_989.001034203233",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1191","BAT","MYLU",NA,"M",7.67,36,"P_989.001034203282",2.9,"N","NR","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1192","BAT","MYLU",NA,"M",9,37.2,"P_989.001034203265",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1193","BAT","MYLU",NA,"F",11.17,38,"P_989.001034203253",2.9,"N","NR","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1194","BAT","MYLU",NA,"M",7.45,36.9,"P_989.001034203236",2.9,"N","R","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1195","BAT","MYLU",NA,"F",6.35,34.8,"P_989.001034203272",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1196","BAT","MYLU",NA,"M",8.74,36.5,"P_989.001034203286",2.9,"N","NR","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1197","BAT","MYLU",NA,"F",7.08,35.7,"P_989.001034203230",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1199","BAT","MYLU",NA,"M",8.12,37.3,"P_989.001034203300",2.9,"N","NR","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1200","BAT","MYLU",NA,"M",9.29,36.9,"P_989.001034203258",2.9,"N","NR","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1201","BAT","MYLU",NA,"M",9.04,37.9,"P_989.001034203267",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1202","BAT","MYLU",NA,"M",9.19,36.8,"P_989.001034203259",2.9,"N","R","A",1,1,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1203","BAT","MYLU",NA,"M",9.21,36.4,"P_989.001034203217",2.9,"Y","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1204","BAT","MYLU",NA,"F",9.3,37.8,"P_989.001034203269",2.9,"N","NR","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1205","BAT","MYLU",NA,"M",9.5,36.5,"P_989.001034203221",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1206","BAT","MYLU",NA,"M",8.6,38.4,"P_989.001034203256",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1207","BAT","MYLU",NA,"F",7.6,37.1,"P_989.001034203228",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1208","BAT","MYLU",NA,"F",9.36,40.8,"P_989.001034203255",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1209","BAT","MYLU",NA,"M",7.52,36,"P_989.001034203263",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1210","BAT","MYLU",NA,"M",13.2,38.4,"P_989.001034203232",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1211","BAT","MYLU",NA,"M",7.19,36.5,"P_989.001034203241",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1212","BAT","MYLU",NA,"F",7.31,36.4,"P_989.001034203295",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1213","BAT","MYLU",NA,"M",8.47,37.6,"P_989.001034203249",2.9,"N","NR","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1214","BAT","MYLU",NA,"M",9.64,37,"P_989.001034203257",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1215","BAT","MYLU",NA,"M",8.22,36.8,"P_989.001034203262",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1217","BAT","MYLU",NA,"M",9.83,39.8,"P_989.001034203303",2.9,"N","NR","J",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1218","BAT","MYLU",NA,"M",9.25,37.7,"P_989.001034203266",2.9,"N","R","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1219","BAT","MYLU",NA,"M",7.72,35.6,"P_989.001034203268",2.9,"N","NR","A",1,0,NA,"NEIN"
"9/2/20","WI","KEL","","KL20WI1220","BAT","MYLU",NA,"M",11.3,37.4,"P_989.001034203305",2.9,"N","NR","A",1,0,NA,"NEIN"
"9/2/20","WI","","","","BAT","MYLU",NA,"",NA,NA,"P_989.001034203212",NA,"","","",NA,NA,NA,"NEIN"
"11/5/20","WI","KEL","3","KL20WI1242","BAT","MYLU",9.1,"M",8.36,NA,"P_989.001034203286",2.9,"Y","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","3","KL20WI1243","BAT","MYLU",8.9,"M",NA,NA,"P_982.000410631649",2.9,"Y","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","4","KL20WI1244","BAT","MYLU",7.9,"M",8,NA,"P_982.000410631665",2.9,"N","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","5","KL20WI1245","BAT","MYLU",9.8,"M",10.59,NA,"P_989.001034203275",2.9,"Y","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","6","KL20WI1248","BAT","MYLU",9.8,"M",NA,NA,"P_982.000410631593",2.9,"Y","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","6","KL20WI1249","BAT","MYLU",9.9,"M",9.19,NA,"P_982.000410631679",2.9,"Y","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","BL","KL20WI1250","BAT","MYLU",8.3,"M",NA,NA,"P_982.000410631687",2.9,"Y","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","9","KL20WI1251","BAT","MYLU",8.8,"M",NA,NA,"P_982.000410631608",2.9,"Y","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","8","KL20WI1252","BAT","PESU",8.6,"F",NA,NA,"P_982.000410631663",2.4,"N","","A",0,0,0,"NEIN"
"11/5/20","WI","KEL","8","KL20WI1253","BAT","PESU",9.7,"M",NA,NA,"P_982.000410631634",2.4,"N","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","8","KL20WI1254","BAT","PESU",9.2,"F",NA,NA,"P_982.000410631669",2.4,"N","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","11","KL20WI1255","BAT","MYLU",8.9,"M",9.6,NA,"P_982.000410631650",2.9,"Y","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","10","KL20WI1256","BAT","MYLU",9,"M",NA,NA,"P_989.001034203258",2.9,"Y","","A",1,0,0,"NEIN"
"11/5/20","WI","KEL","14","KL20WI1260","BAT","MYLU",9.3,"M",9.83,NA,"P_989.001034203232",2.9,"Y","","",NA,0,0,"NEIN"
"11/5/20","WI","KEL","14","KL20WI1263","BAT","MYLU",9.6,"M",NA,NA,"P_982.000410631685",2.9,"Y","","",NA,0,0,"NEIN"
"11/5/20","WI","KEL","14","KL20WI1266","BAT","MYLU",9.6,"M",10.38,NA,"P_982.000410631682",2.9,"N","","",NA,0,0,"NEIN"
"11/5/20","WI","KEL","14","KL20WI1269","BAT","MYLU",9.6,"F",NA,NA,"P_982.000410631672",2.9,"Y","","",NA,0,0,"NEIN"
"11/5/20","WI","KEL","14","KL20WI1272","BAT","MYLU",9.7,"M",NA,NA,"P_982.000410631651",2.9,"Y","","",NA,0,0,"NEIN"
"11/5/20","WI","KEL","20","KL20WI1275","BAT","MYLU",9.8,"M",10.89,NA,"P_989.001034203301",2.9,"Y","","",NA,1,1,"NEIN"
"11/5/20","WI","KEL","21","KL20WI1278","BAT","MYLU",10,"F",NA,NA,"P_982.000410631631",2.9,"Y","","",NA,1,0,"NEIN"
"11/5/20","WI","KEL","21","KL20WI1279","BAT","MYLU",9.9,"M",9.86,NA,"P_989.001034203208",2.9,"Y","","",NA,1,0,"NEIN"
"11/5/20","WI","KEL","20","KL20WI1280","BAT","MYLU",9.5,"M",NA,NA,"P_982.000410631680",2.9,"Y","","A",NA,1,0,"NEIN"
"11/5/20","WI","KEL","20","KL20WI1281","BAT","MYLU",9.7,"F",NA,NA,"P_982.000410631644",2.9,"Y","","A",NA,1,1,"NEIN"
"11/5/20","WI","KEL","16","KL20WI1282","BAT","MYLU",9.71,"M",NA,NA,"P_982.000410631626",2.9,"Y","","",NA,1,0,"NEIN"
"11/5/20","WI","KEL","16","KL20WI1283","BAT","MYLU",9.6,"M",NA,NA,"P_982.000410631678",2.9,"Y","","",NA,0,NA,"NEIN"
"11/5/20","WI","KEL","17","KL20WI1284","BAT","PESU",10.4,"F",7.86,NA,"P_982.000410631639",2.4,"N","","J",NA,0,0,"NEIN"
"11/5/20","WI","KEL","21","KL20WI1285","BAT","MYLU",10.7,"M",8.75,NA,"P_989.001034203215",2.9,"Y","","",NA,0,0,"NEIN"
"11/5/20","WI","KEL","21","KL20WI1288","BAT","MYLU",10.6,"M",8.54,NA,"P_989.001034203217",2.9,"Y","","",NA,0,1,"NEIN"
"11/10/20","WI","KEL","7A","KL20WI1587","BAT","PESU",6.1,"F",NA,NA,"P_989.001038117471",2.4,"N","","J",1,0,0,"MAOC"
"11/10/20","WI","KEL","7A","KL20WI1588","BAT","PESU",6.5,"M",NA,NA,"P_989.001038117538",2.4,"N","","J",1,0,0,"MAOC"
"11/10/20","WI","KEL","7A","KL20WI1589","BAT","PESU",7.4,"M",NA,NA,"P_989.001038117491",2.4,"N","","J",0,0,0,"MAOC"
"11/10/20","WI","KEL","7A","KL20WI1590","BAT","MYLU",6.6,"M",8.06,NA,"P_989.001038117481",2.9,"N","","J",1,0,0,"MAOC"
"11/10/20","WI","KEL","7A","KL20WI1591","BAT","MYLU",6.6,"F",10.19,NA,"P_989.001038117510",2.9,"N","","A",1,1,1,"MAOC"
"11/10/20","WI","KEL","7","KL20WI1592","BAT","EPFU",6.8,"",NA,NA,"P_989.001038117476",NA,"","","",NA,NA,NA,"MAOC"
"11/10/20","WI","KEL","5","KL20WI1598","BAT","MYLU",7.2,"M",9.93,NA,"P_989.001038117458",2.9,"N","","A",1,0,0,"MAOC"
"11/10/20","WI","KEL","5","KL20WI1599","BAT","MYLU",7.2,"M",NA,NA,"P_989.001038117470",2.9,"Y","","A",1,0,0,"MAOC"
"11/10/20","WI","KEL","5","KL20WI1603","BAT","MYLU",6.9,"M",NA,NA,"P_989.001038117465",2.9,"Y","","A",1,0,0,"MAOC"
"11/10/20","WI","KEL","5","KL20WI1606","BAT","MYLU",6.3,"M",9.07,NA,"P_989.001038117479",2.9,"N","","A",1,0,0,"MAOC"
"11/10/20","WI","KEL","5","KL20WI1610","BAT","PESU",8.6,"M",NA,NA,"P_989.001038117524",2.4,"N","","A",1,0,0,"MAOC"
"11/10/20","WI","KEL","5","KL20WI1613","BAT","MYLU",7.9,"F",9.36,NA,"P_989.001038117521",2.9,"N","","A",1,0,0,"MAOC"
"11/10/20","WI","KEL","5","KL20WI1616","BAT","MYLU",8,"M",9,NA,"P_989.001038117526",2.9,"N","","A",1,0,0,"MAOC"
"11/10/20","WI","KEL","5","KL20WI1619","BAT","MYLU",8,"F",10.21,NA,"P_989.001038117496",2.9,"N","","A",1,1,1,"MAOC"
"11/10/20","WI","KEL","1","KL20WI1679","BAT","PESU",9.9,"M",7.3,NA,"P_989.001038117532",2.4,"N","","A",1,0,0,"MAOC"
"11/10/20","WI","KEL","1","KL20WI1680","BAT","PESU",9.9,"F",8.03,NA,"P_989.001038117551",2.4,"N","","A",0,1,1,"MAOC"
"11/10/20","WI","KEL","1","KL20WI1681","BAT","PESU",8.9,"F",7.85,NA,"P_989.001038117554",2.4,"N","","J",1,0,0,"MAOC"
"11/10/20","WI","KEL","1","KL20WI1682","BAT","PESU",9.7,"M",6.43,NA,"P_989.001038117556",2.4,"N","","J",1,1,0,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1684","BAT","PESU",9.7,"M",5.84,NA,"P_989.001038117557",2.4,"N","","J",1,0,1,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1685","BAT","MYLU",10.7,"M",NA,NA,"P_989.001034203198",2.9,"Y","","A",1,1,0,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1686","BAT","MYLU",10.4,"M",NA,NA,"P_989.001034179320",2.9,"Y","","A",1,0,0,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1687","BAT","MYLU",10.3,"M",8.85,NA,"P_989.001038117536",2.9,"N","","A",1,1,2,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1690","BAT","MYLU",11.3,"M",9.18,NA,"P_989.001038117541",2.9,"N","","J",0,0,0,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1693","BAT","MYLU",10.3,"M",10.35,NA,"P_989.001038117555",2.9,"N","","A",0,0,0,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1696","BAT","MYLU",9.5,"M",9.67,NA,"P_989.001038117547",2.9,"N","","A",1,0,0,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1699","BAT","PESU",10.4,"F",8.76,NA,"P_989.001038117506",2.4,"N","","A",1,0,1,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1702","BAT","MYLU",9.6,"F",10.2,NA,"P_989.001038117553",2.9,"N","","A",1,0,0,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1705","BAT","MYLU",9.5,"F",9.63,NA,"P_989.001038117552",2.9,"N","","A",1,1,0,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1708","BAT","PESU",9.5,"F",NA,NA,"P_989.001038117540",2.4,"Y","","A",1,1,1,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1709","BAT","MYLU",9.5,"M",10.45,NA,"P_989.001038117533",2.9,"N","","A",1,1,0,"MAOC"
"11/10/20","WI","KEL","3","KL20WI1712","BAT","MYLU",9.5,"M",10.72,NA,"P_989.001038117545",2.9,"N","","J",1,0,0,"MAOC"
"3/2/21","WI","KEL","5","KL21WI0334","BAT","MYLU",6.4,"F",8.12,NA,"P_989.001038117496",2.9,"Y","","",NA,NA,NA,"MAOC"
"3/2/21","WI","KEL","5","KL21WI0335","BAT","MYLU",5.3,"F",7.82,NA,"P_989.001038117521",2.9,"Y","","A",0,1,1,"MAOC"
"3/2/21","WI","KEL","5","KL21WI0338","BAT","MYLU",5.3,"M",8.89,NA,"P_989.001034203140",2.9,"Y","","A",1,1,1,"MAOC"
"3/2/21","WI","KEL","5","KL21WI0339","BAT","PESU",5.2,"M",NA,NA,"P_989.001038117524",2.4,"Y","","A",1,0,0,"MAOC"
"3/2/21","WI","KEL","1","KL21WI0363","BAT","PESU",7.3,"M",5.73,NA,"P_989.001038117532",2.4,"Y","","",NA,NA,NA,"MAOC"
"3/2/21","WI","KEL","1","KL21WI0376","BAT","PESU",7.5,"M",4.51,NA,"P_989.001038117556",2.4,"Y","","",NA,NA,NA,"MAOC"
"3/2/21","WI","KEL","3","KL21WI0385","BAT","PESU",7.8,"F",6.48,NA,"P_989.001038117506",2.4,"Y","","",NA,NA,NA,"MAOC"
"3/2/21","WI","KEL","3","KL21WI0396","BAT","PESU",7.1,"F",NA,NA,"P_989.001038117540",2.4,"Y","","",NA,NA,NA,"MAOC"
"3/2/21","WI","KEL","3","KL21WI0419","BAT","MYLU",4.7,"M",8.19,NA,"P_989.001034203204",2.9,"Y","","",NA,NA,NA,"MAOC"
"3/2/21","WI","KEL","7","KL21WI0420","BAT","PESU",4.5,"M",NA,NA,"P_989.001038117491",2.4,"Y","","A",1,0,1,"MAOC"
"3/2/21","WI","KEL","7","KL21WI0433","BAT","PESU",6,"",NA,NA,"P_989.001038117471",2.4,"Y","","",NA,NA,NA,"MAOC"
"3/2/21","WI","KEL","8","KL21WI0440","BAT","MYLU",9.1,"",NA,NA,"P_989.001034203153",2.9,"Y","","",NA,NA,NA,"MAOC"
"3/10/21","WI","KEL","2","KL21WI0510","BAT","MYLU",6,"F",NA,NA,"P_989.001038117549",2.9,"N","","A",1,1,1,"NEIN"
"3/10/21","WI","KEL","4","KL21WI0513","BAT","PESU",5,"F",NA,NA,"P_989.001038117525",2.4,"N","","A",0,0,0,"NEIN"
"3/10/21","WI","KEL","4","KL21WI0515","BAT","MYLU",6,"F",NA,NA,"P_989.001038117473",2.9,"Y","","A",1,1,0,"NEIN"
"3/10/21","WI","KEL","13","KL21WI0516","BAT","PESU",9.6,"F",NA,NA,"P_989.001038117461",2.4,"Y","","A",1,1,1,"NEIN"
"3/10/21","WI","KEL","5","KL21WI0519","BAT","MYLU",5.5,"F",NA,NA,"P_989.001038117493",2.9,"N","","A",0,1,1,"NEIN"
"3/10/21","WI","KEL","5","KL21WI0520","BAT","MYLU",4.8,"M",NA,NA,"P_989.001038117483",2.9,"N","","A",1,1,0,"NEIN"
"3/10/21","WI","KEL","5","KL21WI0521","BAT","MYLU",5.6,"F",NA,NA,"P_989.001038117534",2.9,"N","","A",0,0,1,"NEIN"
"3/10/21","WI","KEL","14","KL21WI0530","BAT","MYLU",5.8,"M",9.48,NA,"P_989.001034203232",2.9,"Y","","J",0,0,0,"NEIN"
"3/10/21","WI","KEL","14","KL21WI0531","BAT","MYLU",6.3,"M",NA,NA,"P_982.000410631685",2.9,"Y","","J",0,0,0,"NEIN"
"3/10/21","WI","KEL","14","KL21WI0534","BAT","MYLU",6.5,"M",NA,NA,"P_989.001038117514",2.9,"Y","","A",1,1,1,"NEIN"
"3/10/21","WI","KEL","14","KL21WI0537","BAT","MYLU",6.8,"F",NA,NA,"P_989.001038117492",2.9,"N","","J",0,0,0,"NEIN"
"3/10/21","WI","KEL","16","KL21WI0540","BAT","MYLU",8,"M",NA,NA,"P_982.000410631678",2.9,"Y","","A",1,0,0,"NEIN"
"3/10/21","WI","KEL","16","KL21WI0541","BAT","MYLU",8.1,"M",8.36,NA,"P_989.001034203260",2.9,"Y","","A",1,0,1,"NEIN"
"3/10/21","WI","KEL","16","KL21WI0542","BAT","MYLU",7.8,"F",NA,NA,"P_989.001038117509",2.9,"Y","","A",1,0,0,"NEIN"
"3/10/21","WI","KEL","16","KL21WI0543","BAT","MYLU",7.9,"F",NA,NA,"P_989.001038117488",2.9,"Y","","A",1,0,0,"NEIN"
"3/10/21","WI","KEL","23","KL21WI0544","BAT","MYLU",8.5,"M",NA,NA,"P_989.001038117511",2.9,"Y","","A",1,1,1,"NEIN"
"3/10/21","WI","KEL","16","KL21WI0547","BAT","MYLU",8.2,"M",NA,NA,"P_989.001038117546",2.9,"N","","A",1,0,0,"NEIN"
"3/10/21","WI","KEL","16","KL21WI0548","BAT","MYLU",8.2,"M",NA,NA,"P_989.001038117468",2.9,"N","","J",1,1,0,"NEIN"
"3/10/21","WI","KEL","16","KL21WI0549","BAT","MYLU",8.2,"M",NA,NA,"P_989.001038117508",2.9,"N","","J",1,0,0,"NEIN"
"3/10/21","WI","KEL","16","KL21WI0550","BAT","MYLU",8.2,"M",NA,NA,"P_989.001038117548",2.9,"N","","A",1,1,0,"NEIN"
"3/10/21","WI","KEL","16","KL21WI0551","BAT","MYLU",8.2,"F",NA,NA,"P_989.001038117500",2.9,"N","","J",1,0,0,"NEIN"
"3/10/21","WI","KEL","16","KL21WI0552","BAT","MYLU",8.2,"F",NA,NA,"P_989.001038117507",2.9,"N","","A",1,0,0,"NEIN"
"8/17/21","WI","KEL","","KL21WI0782","BAT","MYLU",NA,"F",7.56,37.5,"P_989.001032567384",2.9,"N","NR","J",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0786","BAT","MYLU",NA,"F",7,37.5,"P_989.001032567358",2.9,"N","NR","J",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0791","BAT","MYLU",NA,"F",7.16,38,"P_989.001032567345",2.9,"N","NR","J",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0792","BAT","MYLU",NA,"F",6.93,37.6,"P_989.001032567352",2.9,"N","NR","J",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0793","BAT","MYLU",NA,"M",7.63,36.5,"P_989.001032567405",2.9,"N","NR","J",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0795","BAT","MYLU",NA,"M",7,37.2,"P_989.001032567369",2.9,"N","NR","J",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0797","BAT","MYLU",NA,"F",6.87,36.5,"P_989.001032567342",2.9,"N","NR","J",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0799","BAT","MYLU",NA,"M",7.34,38.7,"P_989.001032567402",2.9,"N","NR","J",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0800","BAT","MYLU",NA,"M",8.5,38.2,"P_989.001032567395",2.9,"N","R","A",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0803","BAT","MYLU",NA,"M",6.78,37.1,"P_989.001032567354",2.9,"N","R","J",0,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0804","BAT","MYLU",NA,"F",7.76,38,"P_989.001032567397",2.9,"N","NR","J",0,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0805","BAT","MYSE",NA,"M",6.08,34.6,"P_989.001032567388",2.4,"N","NR","J",0,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0806","BAT","MYLU",NA,"M",7.25,38.2,"P_989.001032567386",2.9,"N","R","J",0,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0807","BAT","MYLU",NA,"F",6.94,37,"P_989.001032567428",2.9,"N","NR","J",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0808","BAT","MYLU",NA,"F",6.94,37.8,"P_989.001032567408",2.9,"N","NR","A",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0809","BAT","MYLU",NA,"M",7.85,38.1,"P_989.001032567432",2.9,"N","R","J",0,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0810","BAT","MYLU",NA,"M",7.8,38.1,"P_989.001032567362",2.9,"N","R","A",0,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0811","BAT","MYLU",NA,"F",6.82,37,"P_989.001032567389",2.9,"N","NR","A",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0812","BAT","MYLU",NA,"F",8,37.5,"P_989.001032567436",2.9,"N","NR","A",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0813","BAT","MYLU",NA,"M",7.15,37,"P_989.001032567396",2.9,"N","R","A",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0814","BAT","MYLU",NA,"M",7.34,38.2,"P_989.001032567423",2.9,"N","NR","J",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0815","BAT","EPFU",NA,"F",16.41,42.6,"P_989.001032567398",4.2,"N","NR","J",1,1,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0816","BAT","MYLU",NA,"F",6.9,39,"P_989.001032567366",2.9,"N","NR","J",1,0,NA,"MAOC"
"8/17/21","WI","KEL","","KL21WI0817","BAT","EPFU",NA,"M",18.51,48,"P_989.001032567392",4.2,"N","R","A",1,1,NA,"MAOC"
